query_id,method,ndcg@10,recall@100,recip_rank
1182,bm25,0.5,1.0,0.3333333333333333
1183,bm25,1.0,1.0,1.0
1184,bm25,1.0,1.0,1.0
1186,bm25,0.31546487678572877,1.0,0.125
1188,bm25,0.5,1.0,0.3333333333333333
1190,bm25,0.0,0.0,0.0
1193,bm25,1.0,1.0,1.0
1195,bm25,1.0,1.0,1.0
1205,bm25,1.0,1.0,1.0
1206,bm25,1.0,1.0,1.0
1208,bm25,0.3010299956639812,1.0,0.1111111111111111
1209,bm25,0.5,1.0,0.3333333333333333
1210,bm25,1.0,1.0,1.0
1211,bm25,1.0,1.0,1.0
1212,bm25,0.0,0.5,0.010752688172043012
1214,bm25,0.0,0.0,0.0
1215,bm25,1.0,1.0,1.0
1218,bm25,0.0,1.0,0.014492753623188406
1219,bm25,0.8772153153380493,1.0,1.0
1220,bm25,1.0,1.0,1.0
1223,bm25,1.0,1.0,1.0
1224,bm25,0.38685280723454163,1.0,0.5
1227,bm25,1.0,1.0,1.0
1228,bm25,1.0,1.0,1.0
1229,bm25,1.0,1.0,1.0
1230,bm25,1.0,1.0,1.0
1231,bm25,1.0,1.0,1.0
1234,bm25,1.0,1.0,1.0
1235,bm25,0.3562071871080222,1.0,0.16666666666666666
1236,bm25,0.38685280723454163,1.0,0.2
1237,bm25,1.0,1.0,1.0
1238,bm25,1.0,1.0,1.0
1239,bm25,0.20438239758848611,1.0,0.14285714285714285
1244,bm25,0.38685280723454163,1.0,0.2
1246,bm25,0.38685280723454163,1.0,0.2
1247,bm25,0.0,1.0,0.09090909090909091
1248,bm25,1.0,1.0,1.0
1249,bm25,1.0,1.0,1.0
1253,bm25,0.0,1.0,0.058823529411764705
1254,bm25,0.0,1.0,0.07142857142857142
1255,bm25,0.6309297535714575,1.0,0.5
1257,bm25,0.3333333333333333,1.0,0.14285714285714285
1258,bm25,1.0,1.0,1.0
1260,bm25,1.0,1.0,1.0
1261,bm25,1.0,1.0,1.0
1263,bm25,1.0,1.0,1.0
1265,bm25,1.0,1.0,1.0
1268,bm25,1.0,1.0,1.0
1269,bm25,1.0,1.0,1.0
1275,bm25,0.5,1.0,0.3333333333333333
1276,bm25,0.6309297535714575,1.0,0.5
1284,bm25,1.0,1.0,1.0
1288,bm25,1.0,1.0,1.0
1289,bm25,1.0,1.0,1.0
1291,bm25,1.0,1.0,1.0
1293,bm25,1.0,1.0,1.0
1294,bm25,0.0,1.0,0.037037037037037035
1295,bm25,1.0,1.0,1.0
1297,bm25,1.0,1.0,1.0
1300,bm25,0.0,1.0,0.08333333333333333
1302,bm25,0.0,1.0,0.01
1304,bm25,0.0,1.0,0.025
1305,bm25,0.6309297535714575,1.0,0.5
1306,bm25,0.0,1.0,0.030303030303030304
1307,bm25,0.6309297535714575,1.0,0.5
1308,bm25,0.3562071871080222,1.0,0.16666666666666666
1309,bm25,0.3562071871080222,1.0,0.16666666666666666
1310,bm25,0.31546487678572877,1.0,0.125
1311,bm25,0.0,1.0,0.08333333333333333
1312,bm25,1.0,1.0,1.0
1314,bm25,0.38685280723454163,1.0,0.5
1315,bm25,0.23719771276929622,1.0,0.2
1322,bm25,1.0,1.0,1.0
1323,bm25,1.0,1.0,1.0
1324,bm25,1.0,1.0,1.0
1325,bm25,0.0,1.0,0.03225806451612903
1327,bm25,0.6131471927654584,1.0,1.0
1328,bm25,1.0,1.0,1.0
1330,bm25,0.0,0.0,0.0
1331,bm25,0.0,0.0,0.0
1333,bm25,1.0,1.0,1.0
1334,bm25,0.2960819109658652,0.6666666666666666,0.5
1340,bm25,1.0,1.0,1.0
1341,bm25,1.0,1.0,1.0
1342,bm25,0.0,1.0,0.03125
1345,bm25,0.0,0.0,0.0
1346,bm25,1.0,1.0,1.0
1347,bm25,1.0,1.0,1.0
1348,bm25,1.0,1.0,1.0
1349,bm25,1.0,1.0,1.0
1350,bm25,0.6309297535714575,1.0,0.5
1351,bm25,1.0,1.0,1.0
1353,bm25,0.6309297535714575,1.0,0.5
1355,bm25,1.0,1.0,1.0
1356,bm25,1.0,1.0,1.0
1360,bm25,1.0,1.0,1.0
1361,bm25,0.6934264036172708,1.0,0.5
1364,bm25,1.0,1.0,1.0
1366,bm25,1.0,1.0,1.0
1367,bm25,1.0,1.0,1.0
1371,bm25,1.0,1.0,1.0
1372,bm25,1.0,1.0,1.0
1373,bm25,1.0,1.0,1.0
1374,bm25,0.43067655807339306,1.0,0.25
1375,bm25,0.43067655807339306,1.0,0.25
1376,bm25,0.43067655807339306,1.0,0.25
1378,bm25,1.0,1.0,1.0
1380,bm25,0.41618115554873086,1.0,0.3333333333333333
1381,bm25,1.0,1.0,1.0
1383,bm25,0.0,1.0,0.04
1386,bm25,1.0,1.0,1.0
1387,bm25,0.6309297535714575,1.0,0.5
1390,bm25,1.0,1.0,1.0
1391,bm25,1.0,1.0,1.0
1392,bm25,1.0,1.0,1.0
1393,bm25,0.0,1.0,0.09090909090909091
1394,bm25,0.0,0.0,0.0
1397,bm25,0.0,0.0,0.0
1398,bm25,0.0,1.0,0.08333333333333333
1400,bm25,0.6309297535714575,1.0,0.5
1401,bm25,1.0,1.0,1.0
1402,bm25,0.0,0.0,0.0
1403,bm25,1.0,1.0,1.0
1404,bm25,1.0,1.0,1.0
1405,bm25,1.0,1.0,1.0
1406,bm25,1.0,1.0,1.0
1407,bm25,0.38685280723454163,1.0,0.5
0,dense,0.43067655807339306,1.0,0.25
2,dense,0.6309297535714575,1.0,0.5
4,dense,0.0,1.0,0.01639344262295082
6,dense,0.43067655807339306,1.0,0.25
9,dense,1.0,1.0,1.0
10,dense,0.0,1.0,0.05263157894736842
11,dense,0.0,1.0,0.07142857142857142
12,dense,1.0,1.0,1.0
14,dense,0.0,0.0,0.0
15,dense,0.0,0.0,0.0
17,dense,0.0,1.0,0.05263157894736842
18,dense,0.0,1.0,0.022727272727272728
19,dense,1.0,1.0,1.0
20,dense,1.0,1.0,1.0
21,dense,1.0,1.0,1.0
22,dense,1.0,1.0,1.0
24,dense,0.6309297535714575,1.0,0.5
25,dense,0.5,1.0,0.3333333333333333
26,dense,0.31546487678572877,1.0,0.125
27,dense,0.3010299956639812,1.0,0.1111111111111111
28,dense,1.0,1.0,1.0
30,dense,1.0,1.0,1.0
32,dense,1.0,1.0,1.0
34,dense,1.0,1.0,1.0
35,dense,0.5802792108518124,1.0,0.5
37,dense,0.430624116386567,1.0,0.2
39,dense,1.0,1.0,1.0
40,dense,1.0,1.0,1.0
41,dense,1.0,1.0,1.0
43,dense,1.0,1.0,1.0
44,dense,1.0,1.0,1.0
45,dense,1.0,1.0,1.0
46,dense,1.0,1.0,1.0
47,dense,1.0,1.0,1.0
52,dense,1.0,1.0,1.0
55,dense,1.0,1.0,1.0
58,dense,1.0,1.0,1.0
60,dense,0.48247555939075504,1.0,0.25
61,dense,0.3065735963827292,1.0,0.3333333333333333
62,dense,0.0,1.0,0.041666666666666664
63,dense,0.0,0.0,0.0
64,dense,0.0,0.0,0.0
66,dense,0.0,1.0,0.01694915254237288
67,dense,1.0,1.0,1.0
68,dense,1.0,1.0,1.0
69,dense,0.0,1.0,0.08333333333333333
71,dense,1.0,1.0,1.0
73,dense,1.0,1.0,1.0
74,dense,1.0,1.0,1.0
76,dense,1.0,1.0,1.0
77,dense,1.0,1.0,1.0
78,dense,1.0,1.0,1.0
79,dense,0.38685280723454163,1.0,0.2
80,dense,0.31546487678572877,1.0,0.125
81,dense,0.2890648263178879,1.0,0.1
82,dense,1.0,1.0,1.0
85,dense,0.8503449055347546,1.0,1.0
86,dense,0.8503449055347546,1.0,1.0
88,dense,0.6240505200038379,1.0,0.5
89,dense,0.6509209298071326,1.0,0.5
90,dense,0.6309297535714575,1.0,0.5
91,dense,0.0,1.0,0.011111111111111112
92,dense,0.0,1.0,0.010869565217391304
93,dense,0.2890648263178879,1.0,0.1
95,dense,0.3333333333333333,1.0,0.14285714285714285
96,dense,1.0,1.0,1.0
98,dense,1.0,1.0,1.0
104,dense,1.0,1.0,1.0
105,dense,1.0,1.0,1.0
106,dense,1.0,1.0,1.0
108,dense,0.9060254355346823,1.0,1.0
109,dense,1.0,1.0,1.0
111,dense,1.0,1.0,1.0
112,dense,1.0,1.0,1.0
114,dense,1.0,1.0,1.0
116,dense,1.0,1.0,1.0
119,dense,1.0,1.0,1.0
120,dense,1.0,1.0,1.0
121,dense,0.43067655807339306,1.0,0.25
122,dense,0.3333333333333333,1.0,0.14285714285714285
123,dense,1.0,1.0,1.0
126,dense,1.0,1.0,1.0
134,dense,0.0,1.0,0.058823529411764705
138,dense,1.0,1.0,1.0
139,dense,0.0,0.0,0.0
144,dense,1.0,1.0,1.0
149,dense,0.6309297535714575,1.0,0.5
152,dense,1.0,1.0,1.0
153,dense,1.0,1.0,1.0
154,dense,1.0,1.0,1.0
155,dense,1.0,1.0,1.0
156,dense,1.0,1.0,1.0
157,dense,0.43067655807339306,1.0,0.25
159,dense,1.0,1.0,1.0
160,dense,1.0,1.0,1.0
161,dense,0.6309297535714575,1.0,0.5
164,dense,0.6309297535714575,1.0,0.5
165,dense,0.5,1.0,0.3333333333333333
166,dense,1.0,1.0,1.0
167,dense,1.0,1.0,1.0
168,dense,1.0,1.0,1.0
169,dense,0.6309297535714575,1.0,0.5
172,dense,1.0,1.0,1.0
173,dense,0.0,0.0,0.0
174,dense,1.0,1.0,1.0
175,dense,1.0,1.0,1.0
176,dense,0.0,1.0,0.08333333333333333
177,dense,1.0,1.0,1.0
178,dense,1.0,1.0,1.0
181,dense,1.0,1.0,1.0
182,dense,0.0,1.0,0.014285714285714285
184,dense,1.0,1.0,1.0
186,dense,1.0,1.0,1.0
187,dense,1.0,1.0,1.0
189,dense,1.0,1.0,1.0
196,dense,1.0,1.0,1.0
197,dense,0.3333333333333333,1.0,0.14285714285714285
199,dense,0.0,0.0,0.0
200,dense,0.31546487678572877,1.0,0.125
201,dense,0.6309297535714575,1.0,0.5
203,dense,1.0,1.0,1.0
204,dense,0.6309297535714575,1.0,0.5
205,dense,1.0,1.0,1.0
209,dense,0.0,1.0,0.058823529411764705
210,dense,1.0,1.0,1.0
211,dense,0.0,0.0,0.0
214,dense,0.3562071871080222,1.0,0.16666666666666666
220,dense,1.0,1.0,1.0
221,dense,1.0,1.0,1.0
222,dense,1.0,1.0,1.0
223,dense,0.43067655807339306,1.0,0.25
224,dense,0.0,1.0,0.05
225,dense,0.0,1.0,0.023809523809523808
226,dense,0.0,1.0,0.02857142857142857
227,dense,1.0,1.0,1.0
228,dense,1.0,1.0,1.0
229,dense,1.0,1.0,1.0
235,dense,1.0,1.0,1.0
241,dense,0.6131471927654584,1.0,1.0
242,dense,0.6131471927654584,1.0,1.0
243,dense,1.0,1.0,1.0
244,dense,1.0,1.0,1.0
245,dense,0.38685280723454163,1.0,0.5
246,dense,0.38685280723454163,1.0,0.5
247,dense,1.0,1.0,1.0
250,dense,0.6309297535714575,1.0,0.5
251,dense,0.6309297535714575,1.0,0.5
253,dense,0.5,1.0,0.3333333333333333
254,dense,0.5,1.0,0.3333333333333333
255,dense,0.6309297535714575,1.0,0.5
256,dense,0.6309297535714575,1.0,0.5
258,dense,0.0,1.0,0.08333333333333333
259,dense,0.0,1.0,0.011363636363636364
262,dense,0.0,1.0,0.014285714285714285
263,dense,0.38364913903790027,1.0,0.25
264,dense,1.0,1.0,1.0
265,dense,1.0,1.0,1.0
266,dense,1.0,1.0,1.0
267,dense,0.8315546295836225,1.0,1.0
272,dense,1.0,1.0,1.0
277,dense,1.0,1.0,1.0
278,dense,1.0,1.0,1.0
280,dense,1.0,1.0,1.0
281,dense,0.6309297535714575,1.0,0.5
283,dense,1.0,1.0,1.0
285,dense,0.43067655807339306,1.0,0.25
286,dense,1.0,1.0,1.0
287,dense,1.0,1.0,1.0
290,dense,0.6309297535714575,1.0,0.5
292,dense,0.5,1.0,0.3333333333333333
293,dense,0.0,1.0,0.047619047619047616
296,dense,0.6309297535714575,1.0,0.5
299,dense,1.0,1.0,1.0
301,dense,0.43067655807339306,1.0,0.25
304,dense,0.0,1.0,0.058823529411764705
305,dense,1.0,1.0,1.0
306,dense,1.0,1.0,1.0
308,dense,1.0,1.0,1.0
309,dense,1.0,1.0,1.0
310,dense,0.0,0.0,0.0
313,dense,0.0,0.0,0.0
315,dense,0.0,0.0,0.0
316,dense,0.3562071871080222,1.0,0.16666666666666666
317,dense,0.0,1.0,0.019230769230769232
323,dense,0.43067655807339306,1.0,0.25
325,dense,0.0,1.0,0.012987012987012988
326,dense,0.0,1.0,0.017857142857142856
330,dense,1.0,1.0,1.0
331,dense,1.0,1.0,1.0
332,dense,1.0,1.0,1.0
333,dense,1.0,1.0,1.0
334,dense,1.0,1.0,1.0
335,dense,1.0,1.0,1.0
336,dense,0.6309297535714575,1.0,0.5
337,dense,0.6309297535714575,1.0,0.5
339,dense,0.6309297535714575,1.0,0.5
340,dense,1.0,1.0,1.0
341,dense,1.0,1.0,1.0
342,dense,0.8175295903539445,1.0,1.0
345,dense,0.43067655807339306,1.0,0.25
346,dense,0.3333333333333333,1.0,0.14285714285714285
347,dense,0.3010299956639812,1.0,0.1111111111111111
349,dense,1.0,1.0,1.0
351,dense,0.0,0.0,0.0
352,dense,0.0,0.0,0.0
355,dense,0.8772153153380493,1.0,1.0
356,dense,0.6309297535714575,1.0,0.5
357,dense,1.0,1.0,1.0
358,dense,1.0,1.0,1.0
361,dense,1.0,1.0,1.0
363,dense,0.0,1.0,0.043478260869565216
364,dense,0.0,1.0,0.019230769230769232
365,dense,1.0,1.0,1.0
366,dense,1.0,1.0,1.0
367,dense,0.6309297535714575,1.0,0.5
368,dense,0.6309297535714575,1.0,0.5
369,dense,1.0,1.0,1.0
370,dense,1.0,1.0,1.0
371,dense,1.0,1.0,1.0
372,dense,1.0,1.0,1.0
375,dense,1.0,1.0,1.0
376,dense,1.0,1.0,1.0
377,dense,0.5,1.0,0.3333333333333333
378,dense,0.42159648284864404,1.0,0.3333333333333333
379,dense,1.0,1.0,1.0
381,dense,1.0,1.0,1.0
382,dense,0.0,1.0,0.034482758620689655
383,dense,0.0,1.0,0.03333333333333333
389,dense,1.0,1.0,1.0
390,dense,1.0,1.0,1.0
391,dense,0.6309297535714575,1.0,0.5
392,dense,1.0,1.0,1.0
393,dense,0.6309297535714575,1.0,0.5
394,dense,0.43067655807339306,1.0,0.25
396,dense,0.6309297535714575,1.0,0.5
397,dense,0.6309297535714575,1.0,0.5
398,dense,0.0,1.0,0.010752688172043012
400,dense,1.0,1.0,1.0
401,dense,0.38685280723454163,1.0,0.2
403,dense,0.0,0.0,0.0
404,dense,0.0,0.0,0.0
406,dense,0.0,1.0,0.027777777777777776
407,dense,0.2890648263178879,1.0,0.1
413,dense,0.0,1.0,0.08333333333333333
414,dense,0.0,1.0,0.058823529411764705
416,dense,0.0,1.0,0.0625
417,dense,0.0,1.0,0.06666666666666667
418,dense,0.0,1.0,0.010752688172043012
420,dense,1.0,1.0,1.0
422,dense,0.0,0.0,0.0
423,dense,0.0,1.0,0.07692307692307693
425,dense,1.0,1.0,1.0
426,dense,0.6309297535714575,1.0,0.5
428,dense,0.3562071871080222,1.0,0.16666666666666666
429,dense,0.6309297535714575,1.0,0.5
430,dense,0.0,1.0,0.07142857142857142
432,dense,1.0,1.0,1.0
434,dense,0.6309297535714575,1.0,0.5
435,dense,0.6309297535714575,1.0,0.5
441,dense,1.0,1.0,1.0
444,dense,1.0,1.0,1.0
445,dense,1.0,1.0,1.0
447,dense,1.0,1.0,1.0
448,dense,1.0,1.0,1.0
449,dense,0.0,1.0,0.09090909090909091
453,dense,1.0,1.0,1.0
454,dense,1.0,1.0,1.0
455,dense,0.0,1.0,0.02631578947368421
456,dense,0.0,1.0,0.015384615384615385
458,dense,1.0,1.0,1.0
461,dense,0.6309297535714575,1.0,0.5
463,dense,0.6309297535714575,1.0,0.5
466,dense,0.6309297535714575,1.0,0.5
469,dense,0.6309297535714575,1.0,0.5
470,dense,0.6309297535714575,1.0,0.5
472,dense,0.9060254355346823,1.0,1.0
473,dense,0.0,0.0,0.0
474,dense,0.0,0.0,0.0
479,dense,1.0,1.0,1.0
480,dense,1.0,1.0,1.0
481,dense,0.3562071871080222,1.0,0.16666666666666666
482,dense,1.0,1.0,1.0
483,dense,0.5,1.0,0.3333333333333333
484,dense,0.0,1.0,0.05263157894736842
485,dense,1.0,1.0,1.0
486,dense,0.0,1.0,0.058823529411764705
487,dense,1.0,1.0,1.0
488,dense,1.0,1.0,1.0
489,dense,0.0,1.0,0.05555555555555555
490,dense,1.0,1.0,1.0
492,dense,0.0,1.0,0.034482758620689655
493,dense,0.0,0.0,0.0
494,dense,0.0,1.0,0.0136986301369863
495,dense,1.0,1.0,1.0
498,dense,1.0,1.0,1.0
499,dense,1.0,1.0,1.0
500,dense,1.0,1.0,1.0
504,dense,0.6309297535714575,1.0,0.5
505,dense,1.0,1.0,1.0
506,dense,0.38685280723454163,1.0,0.2
509,dense,0.3010299956639812,1.0,0.1111111111111111
515,dense,1.0,1.0,1.0
523,dense,1.0,1.0,1.0
524,dense,1.0,1.0,1.0
526,dense,0.3010299956639812,1.0,0.1111111111111111
529,dense,0.5065745439910657,1.0,0.25
530,dense,0.41322699210894576,1.0,0.2
531,dense,0.5430667908374095,1.0,0.3333333333333333
537,dense,1.0,1.0,1.0
541,dense,0.34870224750355494,1.0,0.2
542,dense,1.0,1.0,1.0
545,dense,0.0,1.0,0.058823529411764705
547,dense,0.6309297535714575,1.0,0.5
548,dense,0.6309297535714575,1.0,0.5
550,dense,0.6309297535714575,1.0,0.5
553,dense,1.0,1.0,1.0
555,dense,0.0,1.0,0.03125
557,dense,0.6309297535714575,1.0,0.5
559,dense,0.0,0.0,0.0
562,dense,1.0,1.0,1.0
563,dense,1.0,1.0,1.0
564,dense,1.0,1.0,1.0
565,dense,1.0,1.0,1.0
566,dense,1.0,1.0,1.0
568,dense,1.0,1.0,1.0
570,dense,1.0,1.0,1.0
571,dense,1.0,1.0,1.0
572,dense,0.0,1.0,0.012987012987012988
573,dense,1.0,1.0,1.0
574,dense,1.0,1.0,1.0
576,dense,1.0,1.0,1.0
579,dense,1.0,1.0,1.0
580,dense,1.0,1.0,1.0
582,dense,1.0,1.0,1.0
584,dense,1.0,1.0,1.0
585,dense,1.0,1.0,1.0
588,dense,0.0,1.0,0.027777777777777776
590,dense,1.0,1.0,1.0
591,dense,1.0,1.0,1.0
592,dense,1.0,1.0,1.0
594,dense,1.0,1.0,1.0
595,dense,0.6309297535714575,1.0,0.5
600,dense,0.6309297535714575,1.0,0.5
601,dense,1.0,1.0,1.0
602,dense,0.0,0.0,0.0
603,dense,1.0,1.0,1.0
606,dense,0.3562071871080222,1.0,0.16666666666666666
607,dense,0.0,1.0,0.016129032258064516
609,dense,0.0,1.0,0.05
610,dense,0.0,1.0,0.07692307692307693
611,dense,0.5,1.0,0.3333333333333333
612,dense,1.0,1.0,1.0
614,dense,1.0,1.0,1.0
615,dense,1.0,1.0,1.0
616,dense,0.0,0.0,0.0
617,dense,0.0,0.0,0.0
618,dense,0.5,1.0,0.3333333333333333
620,dense,0.0,1.0,0.013157894736842105
621,dense,1.0,1.0,1.0
622,dense,0.0,1.0,0.0625
624,dense,1.0,1.0,1.0
625,dense,1.0,1.0,1.0
626,dense,1.0,1.0,1.0
631,dense,1.0,1.0,1.0
632,dense,1.0,1.0,1.0
633,dense,1.0,1.0,1.0
635,dense,0.6309297535714575,1.0,0.5
638,dense,0.43067655807339306,1.0,0.25
640,dense,0.43067655807339306,1.0,0.25
642,dense,0.0,1.0,0.029411764705882353
643,dense,1.0,1.0,1.0
645,dense,0.0,1.0,0.08333333333333333
646,dense,0.0,1.0,0.08333333333333333
647,dense,0.6309297535714575,1.0,0.5
648,dense,0.5,1.0,0.3333333333333333
650,dense,1.0,1.0,1.0
651,dense,0.6309297535714575,1.0,0.5
652,dense,0.6309297535714575,1.0,0.5
653,dense,0.6309297535714575,1.0,0.5
654,dense,1.0,1.0,1.0
655,dense,1.0,1.0,1.0
657,dense,0.5,1.0,0.3333333333333333
658,dense,1.0,1.0,1.0
661,dense,1.0,1.0,1.0
662,dense,1.0,1.0,1.0
663,dense,1.0,1.0,1.0
665,dense,1.0,1.0,1.0
666,dense,1.0,1.0,1.0
667,dense,1.0,1.0,1.0
668,dense,1.0,1.0,1.0
669,dense,0.8503449055347546,1.0,1.0
670,dense,1.0,1.0,1.0
671,dense,1.0,1.0,1.0
672,dense,1.0,1.0,1.0
673,dense,0.38685280723454163,1.0,0.2
676,dense,1.0,1.0,1.0
677,dense,1.0,1.0,1.0
679,dense,0.0,1.0,0.045454545454545456
680,dense,0.6309297535714575,1.0,0.5
681,dense,1.0,1.0,1.0
682,dense,0.6309297535714575,1.0,0.5
683,dense,1.0,1.0,1.0
685,dense,0.5,1.0,0.3333333333333333
686,dense,0.3562071871080222,1.0,0.16666666666666666
687,dense,0.43067655807339306,1.0,0.25
688,dense,0.5,1.0,0.3333333333333333
689,dense,0.0,0.0,0.0
694,dense,1.0,1.0,1.0
696,dense,0.31546487678572877,1.0,0.125
698,dense,0.5,1.0,0.3333333333333333
703,dense,0.6309297535714575,1.0,0.5
704,dense,0.0,0.0,0.0
705,dense,0.6309297535714575,1.0,0.5
709,dense,0.6309297535714575,1.0,0.5
710,dense,0.5,1.0,0.3333333333333333
713,dense,0.0,1.0,0.02702702702702703
714,dense,0.0,1.0,0.03333333333333333
717,dense,1.0,1.0,1.0
724,dense,1.0,1.0,1.0
726,dense,0.6509209298071326,1.0,0.5
730,dense,1.0,1.0,1.0
732,dense,0.5,1.0,0.3333333333333333
733,dense,0.3562071871080222,1.0,0.16666666666666666
734,dense,0.43067655807339306,1.0,0.25
736,dense,1.0,1.0,1.0
737,dense,0.6131471927654584,1.0,1.0
738,dense,0.46927872602275644,1.0,1.0
739,dense,0.0,1.0,0.0625
740,dense,1.0,1.0,1.0
745,dense,1.0,1.0,1.0
746,dense,1.0,1.0,1.0
747,dense,1.0,1.0,1.0
748,dense,1.0,1.0,1.0
749,dense,0.0,1.0,0.014285714285714285
751,dense,1.0,1.0,1.0
752,dense,1.0,1.0,1.0
753,dense,0.0,1.0,0.03333333333333333
755,dense,0.0,0.0,0.0
757,dense,1.0,1.0,1.0
758,dense,0.0,1.0,0.07142857142857142
760,dense,1.0,1.0,1.0
761,dense,0.0,1.0,0.030303030303030304
762,dense,0.0,1.0,0.047619047619047616
764,dense,1.0,1.0,1.0
765,dense,1.0,1.0,1.0
766,dense,1.0,1.0,1.0
767,dense,1.0,1.0,1.0
771,dense,1.0,1.0,1.0
772,dense,1.0,1.0,1.0
774,dense,0.0,1.0,0.07142857142857142
776,dense,0.0,1.0,0.043478260869565216
777,dense,0.0,1.0,0.041666666666666664
778,dense,1.0,1.0,1.0
779,dense,1.0,1.0,1.0
780,dense,1.0,1.0,1.0
782,dense,0.5,1.0,0.3333333333333333
787,dense,1.0,1.0,1.0
788,dense,1.0,1.0,1.0
789,dense,1.0,1.0,1.0
790,dense,1.0,1.0,1.0
791,dense,0.6309297535714575,1.0,0.5
792,dense,1.0,1.0,1.0
795,dense,1.0,1.0,1.0
797,dense,1.0,1.0,1.0
798,dense,0.6309297535714575,1.0,0.5
799,dense,1.0,1.0,1.0
801,dense,1.0,1.0,1.0
802,dense,1.0,1.0,1.0
803,dense,1.0,1.0,1.0
804,dense,0.6309297535714575,1.0,0.5
807,dense,1.0,1.0,1.0
810,dense,0.6309297535714575,1.0,0.5
812,dense,1.0,1.0,1.0
813,dense,1.0,1.0,1.0
815,dense,0.6309297535714575,1.0,0.5
816,dense,0.5,1.0,0.3333333333333333
817,dense,0.5,1.0,0.3333333333333333
818,dense,0.0,1.0,0.09090909090909091
822,dense,0.6309297535714575,1.0,0.5
825,dense,0.6309297535714575,1.0,0.5
826,dense,0.38685280723454163,1.0,0.2
828,dense,0.0,0.0,0.0
835,dense,0.6309297535714575,1.0,0.5
838,dense,0.0,0.0,0.0
840,dense,1.0,1.0,1.0
841,dense,0.43067655807339306,1.0,0.25
844,dense,1.0,1.0,1.0
846,dense,0.6309297535714575,1.0,0.5
848,dense,1.0,1.0,1.0
853,dense,1.0,1.0,1.0
854,dense,1.0,1.0,1.0
855,dense,1.0,1.0,1.0
856,dense,0.0,1.0,0.014285714285714285
857,dense,0.0,1.0,0.014285714285714285
858,dense,0.5,1.0,0.3333333333333333
860,dense,1.0,1.0,1.0
861,dense,1.0,1.0,1.0
863,dense,0.5249810332008933,1.0,0.3333333333333333
866,dense,0.6309297535714575,1.0,0.5
867,dense,1.0,1.0,1.0
871,dense,0.0,1.0,0.045454545454545456
876,dense,0.0,1.0,0.03571428571428571
877,dense,1.0,1.0,1.0
881,dense,1.0,1.0,1.0
883,dense,1.0,1.0,1.0
884,dense,1.0,1.0,1.0
885,dense,1.0,1.0,1.0
886,dense,1.0,1.0,1.0
890,dense,0.43067655807339306,1.0,0.25
891,dense,0.43067655807339306,1.0,0.25
893,dense,1.0,1.0,1.0
894,dense,0.0,1.0,0.05263157894736842
895,dense,0.0,0.0,0.0
896,dense,1.0,1.0,1.0
897,dense,1.0,1.0,1.0
898,dense,0.7977228895450266,1.0,1.0
899,dense,0.8315546295836225,1.0,1.0
900,dense,0.0,1.0,0.016666666666666666
901,dense,1.0,1.0,1.0
902,dense,1.0,1.0,1.0
908,dense,1.0,1.0,1.0
909,dense,1.0,1.0,1.0
910,dense,1.0,1.0,1.0
912,dense,1.0,1.0,1.0
916,dense,0.0,0.0,0.0
917,dense,1.0,1.0,1.0
919,dense,1.0,1.0,1.0
923,dense,1.0,1.0,1.0
925,dense,1.0,1.0,1.0
926,dense,1.0,1.0,1.0
927,dense,1.0,1.0,1.0
928,dense,0.6309297535714575,1.0,0.5
929,dense,0.5,1.0,0.3333333333333333
930,dense,0.6309297535714575,1.0,0.5
933,dense,1.0,1.0,1.0
934,dense,0.38685280723454163,1.0,0.2
935,dense,0.0,1.0,0.058823529411764705
938,dense,0.38685280723454163,1.0,0.2
939,dense,0.31546487678572877,1.0,0.125
940,dense,1.0,1.0,1.0
941,dense,1.0,1.0,1.0
942,dense,0.3562071871080222,1.0,0.16666666666666666
944,dense,1.0,1.0,1.0
945,dense,0.6505998846696008,1.0,0.5
946,dense,0.6665048698100113,1.0,0.5
949,dense,0.0,0.0,0.0
951,dense,0.5,1.0,0.3333333333333333
952,dense,1.0,1.0,1.0
953,dense,1.0,1.0,1.0
954,dense,1.0,1.0,1.0
955,dense,0.8315546295836225,1.0,1.0
959,dense,1.0,1.0,1.0
962,dense,0.9469024295259745,1.0,1.0
963,dense,0.8315546295836225,1.0,1.0
964,dense,0.8315546295836225,1.0,1.0
965,dense,1.0,1.0,1.0
969,dense,0.6240505200038379,1.0,0.5
970,dense,0.6240505200038379,1.0,0.5
972,dense,0.7045057227504283,1.0,0.5
973,dense,0.7606395682357036,1.0,0.5
976,dense,0.0,0.0,0.0
977,dense,0.0,0.0,0.0
978,dense,0.0,0.0,0.0
979,dense,1.0,1.0,1.0
980,dense,1.0,1.0,1.0
984,dense,1.0,1.0,1.0
988,dense,0.0,1.0,0.010416666666666666
989,dense,0.31546487678572877,1.0,0.125
990,dense,1.0,1.0,1.0
992,dense,1.0,1.0,1.0
994,dense,1.0,1.0,1.0
996,dense,0.31546487678572877,1.0,0.125
997,dense,1.0,1.0,1.0
998,dense,1.0,1.0,1.0
999,dense,1.0,1.0,1.0
1000,dense,0.6309297535714575,1.0,0.5
1001,dense,0.6309297535714575,1.0,0.5
1002,dense,0.0,1.0,0.011111111111111112
1003,dense,0.2960819109658652,1.0,0.5
1004,dense,0.6978817289434457,1.0,0.5
1005,dense,0.6978817289434457,1.0,0.5
1006,dense,1.0,1.0,1.0
