query_id,method,ndcg@10,recall@100,recip_rank
309,bm25,1.0,1.0,1.0
310,bm25,0.3562071871080222,1.0,0.16666666666666666
313,bm25,0.3333333333333333,1.0,0.14285714285714285
315,bm25,0.0,1.0,0.041666666666666664
316,bm25,0.38685280723454163,1.0,0.2
317,bm25,1.0,1.0,1.0
323,bm25,0.3010299956639812,1.0,0.1111111111111111
325,bm25,0.5,1.0,0.3333333333333333
326,bm25,0.5,1.0,0.3333333333333333
330,bm25,1.0,1.0,1.0
331,bm25,1.0,1.0,1.0
332,bm25,1.0,1.0,1.0
333,bm25,1.0,1.0,1.0
334,bm25,1.0,1.0,1.0
335,bm25,1.0,1.0,1.0
336,bm25,0.5,1.0,0.3333333333333333
337,bm25,0.5,1.0,0.3333333333333333
339,bm25,1.0,1.0,1.0
340,bm25,1.0,1.0,1.0
341,bm25,1.0,1.0,1.0
342,bm25,0.5912352048230277,1.0,0.5
345,bm25,0.6309297535714575,1.0,0.5
346,bm25,1.0,1.0,1.0
347,bm25,1.0,1.0,1.0
349,bm25,1.0,1.0,1.0
351,bm25,0.0,0.0,0.0
352,bm25,0.0,1.0,0.05
355,bm25,0.5012658353418871,1.0,0.25
356,bm25,1.0,1.0,1.0
357,bm25,0.3562071871080222,1.0,0.16666666666666666
358,bm25,0.3562071871080222,1.0,0.16666666666666666
361,bm25,1.0,1.0,1.0
363,bm25,0.0,1.0,0.08333333333333333
364,bm25,0.38685280723454163,1.0,0.2
365,bm25,1.0,1.0,1.0
366,bm25,1.0,1.0,1.0
367,bm25,1.0,1.0,1.0
368,bm25,1.0,1.0,1.0
369,bm25,1.0,1.0,1.0
370,bm25,1.0,1.0,1.0
371,bm25,1.0,1.0,1.0
372,bm25,1.0,1.0,1.0
375,bm25,1.0,1.0,1.0
376,bm25,0.3010299956639812,1.0,0.1111111111111111
377,bm25,1.0,1.0,1.0
378,bm25,0.4703652827859579,0.8,1.0
379,bm25,1.0,1.0,1.0
381,bm25,1.0,1.0,1.0
382,bm25,0.0,0.0,0.0
383,bm25,0.0,1.0,0.05263157894736842
389,bm25,0.43067655807339306,1.0,0.25
390,bm25,0.43067655807339306,1.0,0.25
391,bm25,0.43067655807339306,1.0,0.25
392,bm25,0.5,1.0,0.3333333333333333
393,bm25,0.5,1.0,0.3333333333333333
394,bm25,1.0,1.0,1.0
396,bm25,1.0,1.0,1.0
397,bm25,1.0,1.0,1.0
398,bm25,0.0,1.0,0.011904761904761904
400,bm25,1.0,1.0,1.0
401,bm25,1.0,1.0,1.0
403,bm25,0.0,0.0,0.0
404,bm25,0.0,0.0,0.0
406,bm25,0.0,0.0,0.0
407,bm25,0.6309297535714575,1.0,0.5
413,bm25,0.31546487678572877,1.0,0.125
414,bm25,0.0,1.0,0.07692307692307693
416,bm25,1.0,1.0,1.0
417,bm25,0.5,1.0,0.3333333333333333
418,bm25,0.0,0.0,0.0
